title,date,price,cats,final_bidder,auctioneer,img,url,auctioneer_url
"NAZI WEHRMACHT OFFICER DRESS SWORD-E PACK &amp; SOHN,LANGET","Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871857_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871857_nazi-wehrmacht-officer-dress-sword-e-pack-and-sohn-langet,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
1936 NAZI MEDAL GAUTAG HESSEN W/LARGE EAGLE &amp; SWASTIKA-,"Oct 15, 2013",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871887_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871887_1936-nazi-medal-gautag-hessen-wlarge-eagle-and-swastika,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
2 ORIGI NAZI UNIFORM METAL BREAST EAGLES-SWATIKA-MKD,"Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871901_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871901_2-origi-nazi-uniform-metal-breast-eagles-swatika-mkd,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
MEDALLION FOR D.V.G.-WESTMARK ETHNIC ALSACE LORRAINE,"Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871909_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871909_medallion-for-dvg-westmark-ethnic-alsace-lorraine,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI 1923 PARTY DISTRICT GAU COMMEMORATIVE BADGE RARE,"Oct 15, 2013",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871931_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871931_nazi-1923-party-district-gau-commemorative-badge-rare,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI VISOR EAGLE/SWASTIKA W/IRON CROSS-MKD GES GESCH 17,"Oct 15, 2013",$35,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871943_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871943_nazi-visor-eagleswastika-wiron-cross-mkd-ges-gesch-17,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI 1939 CLASP TO THE 1914 IRON CROSS 1ST CLASS,"Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871951_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871951_nazi-1939-clasp-to-the-1914-iron-cross-1st-class,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
"NAZI KRIEGSMARINE/NAVY GOLD ""GOTT MIT UNS"" STEEL BUCKLE","Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20871967_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20871967_nazi-kriegsmarinenavy-gold-gott-mit-uns-steel-buckle,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIGINAL NAZI HITLER YOUTH DAGGER-WITH INSIGNIA M7/13,"Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20872003_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20872003_original-nazi-hitler-youth-dagger-with-insignia-m713,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI RUSSIAN FRONT MEDAL &amp; PIC NAZI SECURITY NURENBURG,"Oct 15, 2013",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20872011_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20872011_nazi-russian-front-medal-and-pic-nazi-security-nurenburg,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
RARE NAZI VETERAN LEADER BLACK WOOL ARMBAND GREAT ORIG,"Oct 15, 2013",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20872019_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20872019_rare-nazi-veteran-leader-black-wool-armband-great-orig,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI 1936 TAG DER ARBEIT BADGE-EAGLE/SWASTIKA-BRASS,"Oct 15, 2013",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20872059_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20872059_nazi-1936-tag-der-arbeit-badge-eagleswastika-brass,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI SS HEADQUARTERS FLAG W/SWASTIKA &amp; SKULL REPRO,"Oct 15, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46037/20872073_1_x.jpg?quality=80&version=1380930373,https://www.liveauctioneers.com/item/20872073_nazi-ss-headquarters-flag-wswastika-and-skull-repro,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
German Nazi ring with Swastika and Hitler image,"Nov 02, 2013",,Jewelry > Rings,,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20926774_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20926774_german-nazi-ring-with-swastika-and-hitler-image,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
German WWII Nazi SS White Top Officer's Visor,"Oct 26, 2013","$1,300",,Internet Bid,"Ivy Auctions, Inc.",https://p1.liveauctioneers.com/1133/46092/20931740_1_x.jpg?quality=80&version=1381266264,https://www.liveauctioneers.com/item/20931740_german-wwii-nazi-ss-white-top-officer-s-visor,https://www.liveauctioneers.com/auctioneer/1133/ivy-auctions-inc/
German WWII Nazi #50 General Assault Badge,"Oct 26, 2013",$160,Collectibles,Internet Bid,"Ivy Auctions, Inc.",https://p1.liveauctioneers.com/1133/46092/20931744_1_x.jpg?quality=80&version=1381266264,https://www.liveauctioneers.com/item/20931744_german-wwii-nazi-50-general-assault-badge,https://www.liveauctioneers.com/auctioneer/1133/ivy-auctions-inc/
German Nazi Swastika badge,"Nov 02, 2013",$60,Collectibles > Historical Memorabilia,Internet Bid,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20932714_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20932714_german-nazi-swastika-badge,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
German Nazi Swastika badge,"Nov 02, 2013",$50,Collectibles > Historical Memorabilia,Internet Bid,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20933536_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20933536_german-nazi-swastika-badge,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
Nazi WWII Flag top with Swastika,"Nov 02, 2013",,,,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20933548_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20933548_nazi-wwii-flag-top-with-swastika,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
Nazi WWII Flag top with Swastika,"Nov 02, 2013",,,,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20933550_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20933550_nazi-wwii-flag-top-with-swastika,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
Nazi WWII N.S.K.K. Flag top with Swastika,"Nov 02, 2013",$70,,Internet Bid,Arus Auctions,https://p1.liveauctioneers.com/1409/46118/20934398_1_x.jpg?quality=80&version=1382459656,https://www.liveauctioneers.com/item/20934398_nazi-wwii-nskk-flag-top-with-swastika,https://www.liveauctioneers.com/auctioneer/1409/arus-auctions/
1940A Nazi Germany 10 Reichspfennig,"Oct 12, 2013",,Collectibles,,L&amp;U Online Auctions,https://p1.liveauctioneers.com/2376/45362/20956948_1_x.jpg?quality=80&version=1381333906,https://www.liveauctioneers.com/item/20956948_1940a-nazi-germany-10-reichspfennig,https://www.liveauctioneers.com/auctioneer/2376/landu-online-auctions/
"TWO NAZI BANNERS, 1940's.","Nov 01, 2013",$150,,Competing Bid,Charles A. Whitaker Auction Co.,https://p1.liveauctioneers.com/1016/46258/21019945_1_x.jpg?quality=80&version=1381435618,https://www.liveauctioneers.com/item/21019945_two-nazi-banners-1940-s,https://www.liveauctioneers.com/auctioneer/1016/charles-a-whitaker-auction-co/
1940A Nazi Germany 10 Reichspfennig,"Oct 27, 2013",,Collectibles,,L&amp;U Online Auctions,https://p1.liveauctioneers.com/2376/46491/21169903_1_x.jpg?quality=80&version=1381942355,https://www.liveauctioneers.com/item/21169903_1940a-nazi-germany-10-reichspfennig,https://www.liveauctioneers.com/auctioneer/2376/landu-online-auctions/
GERMAN NAZI WRIST WATCH - EAGLE W/ SWASTIKA,"Oct 27, 2013",$90,Jewelry > Watches,Competing Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21197267_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21197267_german-nazi-wrist-watch-eagle-w-swastika,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
GERMAN NAZI COMBAT BATTLE FLAG,"Oct 27, 2013",$55,Collectibles,Competing Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21197481_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21197481_german-nazi-combat-battle-flag,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
GERMAN NAZI NSDAP 50 YEAR LONG SERVICE DECORATION,"Oct 27, 2013",$30,,Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21197543_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21197543_german-nazi-nsdap-50-year-long-service-decoration,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
GERMAN NAZI WAFFEN SS SHULTZ STAFFEL OFFICERS SWASTIKA,"Oct 27, 2013",$50,"Collectibles > Coins, Currency &amp; Stamps",Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21197563_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21197563_german-nazi-waffen-ss-shultz-staffel-officers-swastika,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
LOT OF 2 GERMAN NAZI PINK WHISTLES,"Oct 27, 2013",$25,,Competing Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21197877_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21197877_lot-of-2-german-nazi-pink-whistles,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
LOT OF 108 GERMAN NAZI STAMPS - HITLER / SWASTIKAS,"Oct 27, 2013",$50,"Collectibles > Coins, Currency &amp; Stamps > Stamps",Internet Bid,Pioneer Auction Gallery,https://p1.liveauctioneers.com/1056/46547/21198033_1_x.jpg?quality=80&version=1382045008,https://www.liveauctioneers.com/item/21198033_lot-of-108-german-nazi-stamps-hitler-swastikas,https://www.liveauctioneers.com/auctioneer/1056/pioneer-auction-gallery/
NAZI ART WORK PORCELAIN GIRL STREET SINGER W/TAMBOURINE,"Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21411834_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21411834_nazi-art-work-porcelain-girl-street-singer-wtambourine,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI PERIOD VETERANS ASSN MEMBERS STICKPIN-MARKED-IRON,"Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21411840_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21411840_nazi-period-veterans-assn-members-stickpin-marked-iron,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI WEHRMACHT M43 BERGMUETZE/MOUNTAIN TROOPS CAP,"Oct 29, 2013",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21411910_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21411910_nazi-wehrmacht-m43-bergmuetzemountain-troops-cap,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
"NAZI FIELD FORK, CAN OPENER W/EAGLE SWASTIKA W/MAKER MK","Oct 29, 2013",,Home &amp; Décor > Tableware &amp; Barware,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21411930_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21411930_nazi-field-fork-can-opener-weagle-swastika-wmaker-mk,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI 3 RIBBON BAR PRAGUE &amp; MILITARY LONG SERVICE,"Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21411998_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21411998_nazi-3-ribbon-bar-prague-and-military-long-service,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
"WEHRMACHT EAGLE FOR VISOR HAT-2 1/2""-HAS ALL 3 PRONGS-O","Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412018_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412018_wehrmacht-eagle-for-visor-hat-2-12-has-all-3-prongs-o,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
LUFTWAFFE FLAK BADGE-ORIG-BY ASSMANN-ANTI-AIRCRAFT WAR,"Oct 29, 2013",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412042_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412042_luftwaffe-flak-badge-orig-by-assmann-anti-aircraft-war,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
ORIG DAF NAZI CAP INSIGNIA-DEUTSCHES ARBEITS FRONT-GEAR,"Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412062_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412062_orig-daf-nazi-cap-insignia-deutsches-arbeits-front-gear,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI 1923 PARTY DISTRICT GAU COMMEMORATIVE BADGE RARE,"Oct 29, 2013",,Collectibles > Historical Memorabilia,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412094_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412094_nazi-1923-party-district-gau-commemorative-badge-rare,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
"NAZI HITLER YOUTH EARLY ORIG BUCKLE-MARKED ""RZM M4/118""","Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412120_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412120_nazi-hitler-youth-early-orig-buckle-marked-rzm-m4118,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
2 NAZI 1937-38 PINBACK MEDALS-NSDAP PARTY DAY &amp; MAY DAY,"Oct 29, 2013",$20,,Internet Bid,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412126_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412126_2-nazi-1937-38-pinback-medals-nsdap-party-day-and-may-day,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI POLICE GOTT MIT UNS ORIGINAL BELT &amp; BUCKLE VA 418,"Oct 29, 2013",,Collectibles,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412152_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412152_nazi-police-gott-mit-uns-original-belt-and-buckle-va-418,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
NAZI SS HEADQUARTERS FLAG W/SWASTIKA &amp; SKULL REPRO,"Oct 29, 2013",,,,Universal Live,https://p1.liveauctioneers.com/1011/46887/21412168_1_x.jpg?quality=80&version=1382656994,https://www.liveauctioneers.com/item/21412168_nazi-ss-headquarters-flag-wswastika-and-skull-repro,https://www.liveauctioneers.com/auctioneer/1011/universal-live/
